Rank,Name,Birth Date,Age,Debut,Final Game,Team,Profile Link
#,Name,Address,Age,Born on,First Game,Last Game,
215.,Carl Bouldin,,85.273,09-17-1939,09-02-1961,07-05-1964,https://www.baseball-almanac.com/players/player.php?p=bouldca01
216.,Jim Woods,,85.273,09-17-1939,09-27-1957,06-23-1961,https://www.baseball-almanac.com/players/player.php?p=woodsji01
217.,Dick Nen,,85.266,09-24-1939,09-18-1963,06-28-1970,https://www.baseball-almanac.com/players/player.php?p=nendi01
218.,Jack Cullen,,85.254,10-06-1939,09-09-1962,05-05-1966,https://www.baseball-almanac.com/players/player.php?p=culleja01
219.,John O'Donoghue,,85.253,10-07-1939,09-29-1963,06-22-1971,https://www.baseball-almanac.com/players/player.php?p=odonjo02
220.,Phil Ortega,,85.253,10-07-1939,09-10-1960,06-10-1969,https://www.baseball-almanac.com/players/player.php?p=ortegph01
221.,Lou Klimchock,,85.245,10-15-1939,09-27-1958,08-02-1970,https://www.baseball-almanac.com/players/player.php?p=klimclo01
222.,Pete Richert,,85.231,10-29-1939,04-12-1962,09-02-1974,https://www.baseball-almanac.com/players/player.php?p=richepe01
223.,Wes Parker,,85.216,11-13-1939,04-19-1964,10-01-1972,https://www.baseball-almanac.com/players/player.php?p=parkewe01
224.,Dave Giusti,,85.202,11-27-1939,04-13-1962,09-27-1977,https://www.baseball-almanac.com/players/player.php?p=giustda01
225.,Chris Krug,,85.174,12-25-1939,05-30-1965,05-04-1969,https://www.baseball-almanac.com/players/player.php?p=krugch01
226.,Bart Shirley,,85.164,01-04-1940,09-14-1964,09-29-1968,https://www.baseball-almanac.com/players/player.php?p=shirlba01
227.,Elvio Jimenez,,85.162,01-06-1940,10-04-1964,10-04-1964,https://www.baseball-almanac.com/players/player.php?p=jimenel01
228.,Hank Fischer,,85.157,01-11-1940,04-16-1962,08-08-1967,https://www.baseball-almanac.com/players/player.php?p=fischha01
229.,Ron Brand,,85.155,01-13-1940,05-26-1963,09-25-1971,https://www.baseball-almanac.com/players/player.php?p=brandro01
230.,Rich Beck,,85.147,01-21-1940,09-14-1965,09-28-1965,https://www.baseball-almanac.com/players/player.php?p=beckri01
231.,Len Gabrielson,,85.123,02-14-1940,09-09-1960,09-30-1970,https://www.baseball-almanac.com/players/player.php?p=gabrile02
232.,Danny Cater,,85.112,02-25-1940,04-14-1964,06-11-1975,https://www.baseball-almanac.com/players/player.php?p=caterda01
233.,Pete Smith,,85.090,03-19-1940,09-13-1962,09-28-1963,https://www.baseball-almanac.com/players/player.php?p=smithpe01
234.,Garry Roggenburk,,85.062,04-16-1940,04-20-1963,07-27-1969,https://www.baseball-almanac.com/players/player.php?p=roggega01
235.,Harry Fanok,,85.037,05-11-1940,04-16-1963,04-26-1964,https://www.baseball-almanac.com/players/player.php?p=fanokha01
236.,Tom Timmermann,,85.036,05-12-1940,06-18-1969,04-26-1974,https://www.baseball-almanac.com/players/player.php?p=timmeto01
237.,Jim Maloney,,85.015,06-02-1940,07-27-1960,09-21-1971,https://www.baseball-almanac.com/players/player.php?p=malonji01
238.,Gary Wagner,,84.354,06-28-1940,04-18-1965,09-26-1970,https://www.baseball-almanac.com/players/player.php?p=wagnega01
239.,Coco Laboy,,84.349,07-03-1940,04-08-1969,05-16-1973,https://www.baseball-almanac.com/players/player.php?p=laboyco01
240.,Bucky Brandon,,84.344,07-08-1940,04-19-1966,09-30-1973,https://www.baseball-almanac.com/players/player.php?p=brandbu01
241.,Gene Alley,,84.342,07-10-1940,09-04-1963,09-27-1973,https://www.baseball-almanac.com/players/player.php?p=alleyge01
242.,Pete Craig,,84.342,07-10-1940,09-06-1964,09-24-1966,https://www.baseball-almanac.com/players/player.php?p=craigpe01
243.,Jack Warner,,84.340,07-12-1940,04-10-1962,06-27-1965,https://www.baseball-almanac.com/players/player.php?p=warneja02
244.,Jack Aker,,84.339,07-13-1940,05-03-1964,09-27-1974,https://www.baseball-almanac.com/players/player.php?p=akerja01
245.,Frank Bork,,84.339,07-13-1940,04-15-1964,10-03-1964,https://www.baseball-almanac.com/players/player.php?p=borkfr01
246.,Tom Metcalf,,84.336,07-16-1940,08-04-1963,09-20-1963,https://www.baseball-almanac.com/players/player.php?p=metcato01
247.,Joe Torre,,84.334,07-18-1940,09-25-1960,06-17-1977,https://www.baseball-almanac.com/players/player.php?p=torrejo01
248.,Roger Repoz,,84.318,08-03-1940,09-11-1964,06-09-1972,https://www.baseball-almanac.com/players/player.php?p=repozro01
249.,Arlo Brunsberg,,84.306,08-15-1940,09-23-1966,10-02-1966,https://www.baseball-almanac.com/players/player.php?p=brunsar01
250.,Jose Santiago,,84.306,08-15-1940,09-09-1963,07-06-1970,https://www.baseball-almanac.com/players/player.php?p=santijo02
251.,Paul Popovich,,84.303,08-18-1940,04-19-1964,07-21-1975,https://www.baseball-almanac.com/players/player.php?p=popovpa01
252.,Don Wallace,,84.296,08-25-1940,04-12-1967,06-03-1967,https://www.baseball-almanac.com/players/player.php?p=wallado02
253.,Tom Satriano,,84.293,08-28-1940,07-23-1961,09-19-1970,https://www.baseball-almanac.com/players/player.php?p=satrito01
254.,Cleo James,,84.290,08-31-1940,04-15-1968,09-26-1973,https://www.baseball-almanac.com/players/player.php?p=jamescl01
255.,Pat House,,84.289,09-01-1940,09-06-1967,09-29-1968,https://www.baseball-almanac.com/players/player.php?p=housepa01
256.,Mickey Lolich,,84.278,09-12-1940,05-12-1963,09-23-1979,https://www.baseball-almanac.com/players/player.php?p=lolicmi01
257.,Frank Linzy,,84.275,09-15-1940,08-14-1963,09-02-1974,https://www.baseball-almanac.com/players/player.php?p=linzyfr01
258.,Cisco Carlos,,84.273,09-17-1940,08-25-1967,09-27-1970,https://www.baseball-almanac.com/players/player.php?p=carloci01
259.,Jerry Fosnow,,84.269,09-21-1940,06-29-1964,07-16-1965,https://www.baseball-almanac.com/players/player.php?p=fosnoje01
260.,Larry Maxie,,84.250,10-10-1940,08-30-1969,08-31-1969,https://www.baseball-almanac.com/players/player.php?p=maxiela01
261.,Tommy Harper,,84.246,10-14-1940,04-09-1962,09-29-1976,https://www.baseball-almanac.com/players/player.php?p=harpeto01
262.,Hector Valle,,84.233,10-27-1940,06-06-1965,10-03-1965,https://www.baseball-almanac.com/players/player.php?p=vallehe01
263.,Clarence Jones,,84.222,11-07-1940,04-20-1967,09-25-1968,https://www.baseball-almanac.com/players/player.php?p=jonescl02
264.,Joe Nossek,,84.221,11-08-1940,04-18-1964,09-13-1970,https://www.baseball-almanac.com/players/player.php?p=nossejo01
265.,Don Loun,,84.220,11-09-1940,09-23-1964,10-03-1964,https://www.baseball-almanac.com/players/player.php?p=loundo01
266.,Tommy McCraw,,84.208,11-21-1940,06-04-1963,06-24-1975,https://www.baseball-almanac.com/players/player.php?p=mccrato01
267.,Dennis Aust,,84.204,11-25-1940,09-06-1965,05-07-1966,https://www.baseball-almanac.com/players/player.php?p=austde01
268.,John Papa,,84.194,12-05-1940,04-11-1961,09-16-1962,https://www.baseball-almanac.com/players/player.php?p=papajo01
269.,Joe Bonikowski,,84.152,01-16-1941,04-12-1962,09-28-1962,https://www.baseball-almanac.com/players/player.php?p=bonikjo01
270.,Mickey McGuire,,84.150,01-18-1941,09-07-1962,10-01-1967,https://www.baseball-almanac.com/players/player.php?p=mcguimi01
271.,Dave Leonhard,,84.146,01-22-1941,09-21-1967,09-20-1972,https://www.baseball-almanac.com/players/player.php?p=leonhda01
272.,Mike Joyce,,84.125,02-12-1941,07-02-1962,09-29-1963,https://www.baseball-almanac.com/players/player.php?p=joycemi01
273.,Dave Wissman,,84.120,02-17-1941,09-15-1964,10-04-1964,https://www.baseball-almanac.com/players/player.php?p=wissmda01
274.,Clyde Wright,,84.117,02-20-1941,06-15-1966,09-26-1975,https://www.baseball-almanac.com/players/player.php?p=wrighcl01
275.,Ron Hunt,,84.114,02-23-1941,04-16-1963,09-28-1974,https://www.baseball-almanac.com/players/player.php?p=huntro01
276.,Dave Vineyard,,84.112,02-25-1941,07-18-1964,09-20-1964,https://www.baseball-almanac.com/players/player.php?p=vineyda01
277.,George Kopacz,,84.111,02-26-1941,09-18-1966,09-29-1970,https://www.baseball-almanac.com/players/player.php?p=kopacge01
278.,Phil Roof,,84.104,03-05-1941,04-29-1961,05-30-1977,https://www.baseball-almanac.com/players/player.php?p=roofph01
279.,Pat Jarvis,,84.091,03-18-1941,08-04-1966,09-23-1973,https://www.baseball-almanac.com/players/player.php?p=jarvipa01
280.,Eddie Watt,,84.074,04-04-1941,04-12-1966,06-14-1975,https://www.baseball-almanac.com/players/player.php?p=watted01
281.,John Stephenson,,84.065,04-13-1941,04-14-1964,09-29-1973,https://www.baseball-almanac.com/players/player.php?p=stephjo02
282.,Dick Green,,84.057,04-21-1941,09-09-1963,10-02-1974,https://www.baseball-almanac.com/players/player.php?p=greendi01
283.,Steve Jones,,84.056,04-22-1941,08-15-1967,09-21-1969,https://www.baseball-almanac.com/players/player.php?p=jonesst01
284.,Clay Carroll,,84.046,05-02-1941,09-02-1964,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=carrocl02
285.,Ken Berry,,84.038,05-10-1941,09-09-1962,05-31-1975,https://www.baseball-almanac.com/players/player.php?p=berryke01
286.,Mike Lee,,84.029,05-19-1941,05-06-1960,09-22-1963,https://www.baseball-almanac.com/players/player.php?p=leemi01
287.,Bobby Cox,,84.027,05-21-1941,04-14-1968,10-01-1969,https://www.baseball-almanac.com/players/player.php?p=coxbo01
288.,Bill Wakefield,,84.024,05-24-1941,04-18-1964,10-04-1964,https://www.baseball-almanac.com/players/player.php?p=wakefbi01
289.,Dan Ardell,,84.021,05-27-1941,09-14-1961,09-27-1961,https://www.baseball-almanac.com/players/player.php?p=ardelda01
290.,Bob Saverine,,84.015,06-02-1941,09-12-1959,10-01-1967,https://www.baseball-almanac.com/players/player.php?p=saverbo01
291.,Duke Sims,,84.012,06-05-1941,09-22-1964,09-26-1974,https://www.baseball-almanac.com/players/player.php?p=simsdu01
292.,Gerry Arrigo,,84.005,06-12-1941,06-12-1961,06-05-1970,https://www.baseball-almanac.com/players/player.php?p=arrigge01
293.,Marcel Lachemann,,84.004,06-13-1941,06-04-1969,04-25-1971,https://www.baseball-almanac.com/players/player.php?p=lachema01
294.,Paul Brown,,83.364,06-18-1941,07-23-1961,06-28-1968,https://www.baseball-almanac.com/players/player.php?p=brownpa01
295.,Luis Alcaraz,,83.362,06-20-1941,09-13-1967,06-07-1970,https://www.baseball-almanac.com/players/player.php?p=alcarlu01
296.,Gil Garrido,,83.356,06-26-1941,04-24-1964,10-03-1972,https://www.baseball-almanac.com/players/player.php?p=garrigi01
297.,Len Boehmer,,83.354,06-28-1941,06-18-1967,07-15-1971,https://www.baseball-almanac.com/players/player.php?p=boehmle01
298.,Al Downing,,83.354,06-28-1941,07-19-1961,07-13-1977,https://www.baseball-almanac.com/players/player.php?p=downial01
299.,John Boccabella,,83.353,06-29-1941,09-02-1963,09-19-1974,https://www.baseball-almanac.com/players/player.php?p=boccajo01
300.,Larry Stahl,,83.353,06-29-1941,09-11-1964,09-30-1973,https://www.baseball-almanac.com/players/player.php?p=stahlla01
301.,Gary Kroll,,83.344,07-08-1941,07-26-1964,07-12-1969,https://www.baseball-almanac.com/players/player.php?p=krollga01
302.,Ken Sanders,,83.344,07-08-1941,08-06-1964,09-27-1976,https://www.baseball-almanac.com/players/player.php?p=sandeke01
303.,Dick Rusteck,,83.340,07-12-1941,06-10-1966,10-02-1966,https://www.baseball-almanac.com/players/player.php?p=rustedi01
304.,Nelson Mathews,,83.331,07-21-1941,09-09-1960,07-18-1965,https://www.baseball-almanac.com/players/player.php?p=mathene01
305.,Gary Waslewski,,83.331,07-21-1941,06-11-1967,09-28-1972,https://www.baseball-almanac.com/players/player.php?p=waslega01
306.,Bart Zeller,,83.330,07-22-1941,05-21-1970,05-21-1970,https://www.baseball-almanac.com/players/player.php?p=zelleba01
307.,Ray Culp,,83.315,08-06-1941,04-10-1963,09-03-1973,https://www.baseball-almanac.com/players/player.php?p=culpra01
308.,Jim French,,83.308,08-13-1941,09-12-1965,05-09-1971,https://www.baseball-almanac.com/players/player.php?p=frencji01
309.,Bill Edgerton,,83.305,08-16-1941,09-03-1966,06-07-1969,https://www.baseball-almanac.com/players/player.php?p=edgerbi01
310.,Boog Powell,,83.304,08-17-1941,09-26-1961,08-24-1977,https://www.baseball-almanac.com/players/player.php?p=powelbo01
311.,John Morris,,83.298,08-23-1941,07-19-1966,10-02-1974,https://www.baseball-almanac.com/players/player.php?p=morrijo06
312.,Carmen Fanzone,,83.291,08-30-1941,07-21-1970,10-02-1974,https://www.baseball-almanac.com/players/player.php?p=fanzoca01
313.,Archie Moore,,83.291,08-30-1941,04-20-1964,09-25-1965,https://www.baseball-almanac.com/players/player.php?p=moorear01
314.,Ken Harrelson,,83.286,09-04-1941,06-09-1963,06-20-1971,https://www.baseball-almanac.com/players/player.php?p=harreke01
315.,Bernie Smith,,83.286,09-04-1941,07-31-1970,04-28-1971,https://www.baseball-almanac.com/players/player.php?p=smithbe01
316.,Jim Barbieri,,83.275,09-15-1941,07-05-1966,09-24-1966,https://www.baseball-almanac.com/players/player.php?p=barbiji01
317.,Rich Reese,,83.261,09-29-1941,09-04-1964,09-29-1973,https://www.baseball-almanac.com/players/player.php?p=reeseri01
318.,Andy Kosco,,83.255,10-05-1941,08-13-1965,07-30-1974,https://www.baseball-almanac.com/players/player.php?p=koscoan01
319.,Jeoff Long,,83.251,10-09-1941,07-31-1963,09-23-1964,https://www.baseball-almanac.com/players/player.php?p=longje01
320.,Art Shamsky,,83.246,10-14-1941,04-17-1965,07-18-1972,https://www.baseball-almanac.com/players/player.php?p=shamsar01
321.,Wilbur Wood,,83.238,10-22-1941,06-30-1961,08-22-1978,https://www.baseball-almanac.com/players/player.php?p=woodwi01
322.,Ed Spiezio,,83.229,10-31-1941,07-23-1964,09-27-1972,https://www.baseball-almanac.com/players/player.php?p=spiezed01
323.,Darrell Sutherland,,83.215,11-14-1941,06-28-1964,04-18-1968,https://www.baseball-almanac.com/players/player.php?p=sutheda01
324.,Sterling Slaughter,,83.211,11-18-1941,04-19-1964,09-11-1964,https://www.baseball-almanac.com/players/player.php?p=slaugst01
325.,Al Raffo,,83.202,11-27-1941,04-29-1969,09-26-1969,https://www.baseball-almanac.com/players/player.php?p=raffoal01
326.,Fritz Fisher,,83.201,11-28-1941,04-19-1964,04-19-1964,https://www.baseball-almanac.com/players/player.php?p=fishefr01
327.,Bob Sprout,,83.194,12-05-1941,09-27-1961,09-27-1961,https://www.baseball-almanac.com/players/player.php?p=sproubo01
328.,Rupe Toppin,,83.192,12-07-1941,07-28-1962,08-01-1962,https://www.baseball-almanac.com/players/player.php?p=toppiru01
329.,Darold Knowles,,83.190,12-09-1941,04-18-1965,04-18-1980,https://www.baseball-almanac.com/players/player.php?p=knowlda01
330.,Damaso Blanco,,83.188,12-11-1941,05-26-1972,06-02-1974,https://www.baseball-almanac.com/players/player.php?p=blancda01
331.,Allan Lewis,,83.187,12-12-1941,04-11-1967,09-30-1973,https://www.baseball-almanac.com/players/player.php?p=lewisal01
332.,Adolfo Phillips,,83.183,12-16-1941,09-02-1964,05-13-1972,https://www.baseball-almanac.com/players/player.php?p=phillad01
333.,Bruce Brubaker,,83.170,12-29-1941,04-15-1967,08-05-1970,https://www.baseball-almanac.com/players/player.php?p=brubabr01
334.,Bill Bethea,,83.167,01-01-1942,09-13-1964,09-27-1964,https://www.baseball-almanac.com/players/player.php?p=bethebi01
335.,Jim Lefebvre,,83.161,01-07-1942,04-12-1965,09-19-1972,https://www.baseball-almanac.com/players/player.php?p=lefebji01
336.,Dave Campbell,,83.154,01-14-1942,09-17-1967,09-30-1974,https://www.baseball-almanac.com/players/player.php?p=campbda01
337.,Dick Estelle,,83.150,01-18-1942,09-04-1964,10-03-1965,https://www.baseball-almanac.com/players/player.php?p=esteldi01
338.,Steve Bailey,,83.125,02-12-1942,04-14-1967,09-26-1968,https://www.baseball-almanac.com/players/player.php?p=bailest01
339.,Tim Cullen,,83.121,02-16-1942,08-08-1966,10-01-1972,https://www.baseball-almanac.com/players/player.php?p=culleti01
340.,Bert Campaneris,,83.100,03-09-1942,07-23-1964,10-01-1983,https://www.baseball-almanac.com/players/player.php?p=campabe01
341.,Danny Coombs,,83.086,03-23-1942,09-27-1963,07-24-1971,https://www.baseball-almanac.com/players/player.php?p=coombda01
342.,Conrad Cardinal,,83.079,03-30-1942,04-11-1963,05-04-1963,https://www.baseball-almanac.com/players/player.php?p=cardico01
343.,John Wojcik,,83.072,04-06-1942,09-09-1962,06-13-1964,https://www.baseball-almanac.com/players/player.php?p=wojcijo01
344.,Tommie Sisk,,83.066,04-12-1942,07-19-1962,06-14-1970,https://www.baseball-almanac.com/players/player.php?p=siskto01
345.,Jim Lonborg,,83.062,04-16-1942,04-23-1965,06-10-1979,https://www.baseball-almanac.com/players/player.php?p=lonboji01
346.,Steve Blass,,83.060,04-18-1942,05-10-1964,04-17-1974,https://www.baseball-almanac.com/players/player.php?p=blassst01
347.,Aaron Pointer,,83.059,04-19-1942,09-22-1963,10-01-1967,https://www.baseball-almanac.com/players/player.php?p=pointaa01
348.,John Flavin,,83.041,05-07-1942,08-25-1964,09-11-1964,https://www.baseball-almanac.com/players/player.php?p=flavijo01
349.,Ted Kubiak,,83.036,05-12-1942,04-14-1967,09-28-1976,https://www.baseball-almanac.com/players/player.php?p=kubiate01
350.,Tony Perez,,83.034,05-14-1942,07-26-1964,10-05-1986,https://www.baseball-almanac.com/players/player.php?p=perezto01
351.,Buddy Booker,,83.020,05-28-1942,06-04-1966,05-26-1968,https://www.baseball-almanac.com/players/player.php?p=bookebu01
352.,Randy Hundley,,83.016,06-01-1942,09-27-1964,09-25-1977,https://www.baseball-almanac.com/players/player.php?p=hundlra01
353.,Ken McMullen,,83.016,06-01-1942,09-17-1962,09-14-1977,https://www.baseball-almanac.com/players/player.php?p=mcmulke01
354.,Larry Colton,,83.009,06-08-1942,05-06-1968,05-06-1968,https://www.baseball-almanac.com/players/player.php?p=coltola01
355.,Roy Heiser,,82.360,06-22-1942,09-02-1961,09-11-1961,https://www.baseball-almanac.com/players/player.php?p=heisero01
356.,Danny Breeden,,82.355,06-27-1942,07-24-1969,06-17-1971,https://www.baseball-almanac.com/players/player.php?p=breedda01
357.,Hal Lanier,,82.348,07-04-1942,06-18-1964,09-30-1973,https://www.baseball-almanac.com/players/player.php?p=lanieha01
358.,John Sevcik,,82.341,07-11-1942,04-24-1965,10-03-1965,https://www.baseball-almanac.com/players/player.php?p=sevcijo01
359.,Don Bosch,,82.337,07-15-1942,09-19-1966,07-06-1969,https://www.baseball-almanac.com/players/player.php?p=boschdo01
360.,Don Kessinger,,82.335,07-17-1942,09-07-1964,07-31-1979,https://www.baseball-almanac.com/players/player.php?p=kessido01
361.,Mickey Stanley,,82.332,07-20-1942,09-13-1964,09-28-1978,https://www.baseball-almanac.com/players/player.php?p=stanlmi01
362.,Jack Hiatt,,82.325,07-27-1942,09-07-1964,10-03-1972,https://www.baseball-almanac.com/players/player.php?p=hiattja01
363.,Angel Bravo,,82.317,08-04-1942,06-06-1969,08-30-1971,https://www.baseball-almanac.com/players/player.php?p=bravoan01
364.,Cleon Jones,,82.317,08-04-1942,09-14-1963,05-01-1976,https://www.baseball-almanac.com/players/player.php?p=jonescl01
365.,Sal Campisi,,82.310,08-11-1942,08-15-1969,04-24-1971,https://www.baseball-almanac.com/players/player.php?p=campisa01
366.,Fred Norman,,82.301,08-20-1942,09-21-1962,09-25-1980,https://www.baseball-almanac.com/players/player.php?p=normafr01
367.,Dave Dowling,,82.298,08-23-1942,10-03-1964,09-22-1966,https://www.baseball-almanac.com/players/player.php?p=dowlida01
368.,Danny Murphy,,82.298,08-23-1942,06-18-1960,10-01-1970,https://www.baseball-almanac.com/players/player.php?p=murphda04
